lat,long,date,time,userid,date_time,Transportation_Mode,col,row,time_delta,trip_id,segmentid,Vincenty_distance,velocity,acceleration,velocity_rate,jerk,acc_rate,bearing,bearing_rate,rate_bearing_rate
39.979546666666714,116.306813333333,2011-08-29,10:13:15,141.0,2011-08-29 10:13:15,walk,6.0,11.0,1.0,1.0,1.0,1.5516765533512769,1.5516765533512769,0.5501638516179734,0.3545609105388244,-1.017629555388445,-1.84968451197894,33.2971503642558,-5.0884209096190185,14.34167658182789
39.991755,116.30924666666701,2011-09-02,11:00:06,141.0,2011-09-02 11:00:06,subway,6.0,12.0,1.0,6.0,2.0,0.9361715191275642,0.9361715191275642,-0.010884228296017762,-0.0116263185470126,-0.17417324531434986,16.00235134520975,171.28847633769902,8.711523662300976,-8.711523662300976
39.976225,116.337131666667,2011-09-02,11:23:44,141.0,2011-09-02 11:23:44,subway,7.0,11.0,1.0,7.0,1.0,10.396208801123306,10.396208801123306,-9.930726847199614,-0.9552257979011156,10.943351998529034,-1.1019688857533094,33.11153637477191,33.38015141977235,-251.17710695431674
39.975575,116.33682666666701,2011-09-02,11:24:48,141.0,2011-09-02 11:24:48,walk,7.0,11.0,1.0,7.0,2.0,0.5731358979765778,0.5731358979765778,0.12732532105308725,0.22215555072121934,-0.26261790187276945,-2.0625740402670814,165.6708130345369,-23.134427253752193,11.620012676901725
39.9754516666667,116.33750833333299,2011-09-02,12:11:01,141.0,2011-09-02 12:11:01,walk,7.0,11.0,1.0,8.0,1.0,1.4710559491765862,1.4710559491765862,3.431064351905132,2.3323819558499097,-1.9997192786395344,-0.5828276807251286,104.62720300512709,-224.11417977179784,219.77501699106998
39.9848316666667,116.32733,2011-09-03,04:34:10,141.0,2011-09-03 04:34:10,bus,7.0,11.0,1.0,9.0,2.0,1.1462639930447918,1.1462639930447918,-0.035920578753951826,-0.03133709073294443,0.04500878899319849,-1.2530084579510516,-14.327326911344091,14.327326911344091,-21.6047463100136
39.986,116.299078333333,2011-09-03,04:47:15,141.0,2011-09-03 04:47:15,walk,5.0,11.0,1.0,9.0,3.0,1.4708441072277991,1.4708441072277991,0.11534000918358167,0.07841756214461837,3.1560048002939127,27.362619637654422,-75.37062384555438,54.40875462957413,16.076952310907544
39.9878,116.300506666667,2011-09-03,05:13:18,141.0,2011-09-03 05:13:18,walk,6.0,11.0,1.0,10.0,1.0,2.3857501693222907,2.3857501693222907,0.06230413593006112,0.026115113280180367,-1.4834637933476815,-23.81003718618181,-134.38853008621396,53.118116959968866,164.38928563788568
39.98373166666671,116.30392166666701,2011-09-03,06:22:44,141.0,2011-09-03 06:22:44,subway,6.0,11.0,1.0,10.0,2.0,1.0630075893771846,1.0630075893771846,-0.2088697681601187,-0.1964894420767921,0.8466645052789761,-4.053552185828667,69.55027974864002,20.449717040644074,27.755751099986142
39.9749133333333,116.33342,2011-09-03,06:46:52,141.0,2011-09-03 06:46:52,walk,7.0,11.0,1.0,10.0,3.0,2.4977844128443856,2.4977844128443856,0.6915989303597874,0.27688495724585765,-2.40286844960187,-3.4743669258595244,-121.339999884141,10.89272099066376,70.85933577213041
39.977233333333295,116.32868833333299,2011-09-05,00:16:06,141.0,2011-09-05 00:16:06,walk,7.0,11.0,1.0,11.0,1.0,3.5149393584413113,3.5149393584413113,-0.015137980159783291,-0.004306754289637641,1.418182037199044,-93.68370299273441,-133.303859518806,3.8087730851675023,-10.24645941655393
39.9746066666667,116.31300666666701,2011-09-09,11:41:38,141.0,2011-09-09 11:41:38,bus,6.0,11.0,1.0,14.0,2.0,0.8542514783155684,0.8542514783155684,0.1594105927608831,0.18660850675402094,-0.15941048581091954,-0.9999993290912372,89.99999678971297,10.559724613924374,-10.559725802719457
39.9752083333333,116.329326666667,2011-09-09,11:51:18,141.0,2011-09-09 11:51:18,walk,7.0,11.0,1.0,14.0,3.0,4.100334411748076,4.100334411748076,-1.1622976669894358,-0.2834641154290436,-0.3792750928004303,0.32631493942754125,60.13679879268502,-4.7753650050039615,15.905941166759467
39.97684,116.332168333333,2011-09-10,05:00:54,141.0,2011-09-10 05:00:54,walk,7.0,11.0,1.0,15.0,1.0,1.0864908941557392,1.0864908941557392,-0.3326959753258173,-0.3062114713665775,0.6653919675519644,-2.000000050798119,148.48989171756588,20.66500730427026,-41.33001631468136
39.975488333333296,116.336678333333,2011-09-10,05:20:14,141.0,2011-09-10 05:20:14,subway,7.0,11.0,1.0,15.0,2.0,1.1976127516264496,1.1976127516264496,-0.29485628175315426,-0.2462033586004465,0.32307290147337386,-1.0956961796860811,-71.93186922132335,19.99151868237197,-34.54310195861993
39.998605,116.386001666667,2011-09-10,05:51:58,141.0,2011-09-10 05:51:58,subway,9.0,12.0,1.0,16.0,1.0,3.558135885326757,3.558135885326757,-3.324677357517361,-0.9343874052780992,6.369930605903237,-1.9159545185641296,89.99998660625839,52.54572270613041,-108.33982036615092
